10.4,1.077242544421978+7.067899292141149*^-16*I
10.5,1.0677880335636085+0.*I
10.6,1.0628660189156056-1.4135798584282298*^-15*I
10.700000000000001,1.0619245391284329+2.8271597168564595*^-15*I
10.8,1.0645317688422558-1.4135798584282298*^-15*I
10.9,1.0703378032514461+0.*I
11.,1.0790517568581932+0.*I
11.1,1.0904270435620966-1.4135798584282298*^-15*I
11.200000000000001,1.1042513999977066+1.4135798584282298*^-15*I
11.3,1.1203398362152486+0.*I
11.4,1.1385294846488905-1.4135798584282298*^-15*I
11.5,1.1586757305902964+0.*I
11.6,1.1806492371566086+2.8271597168564595*^-15*I
11.700000000000001,1.204333612458167+2.8271597168564595*^-15*I
11.8,1.2296235490799834+0.*I
11.9,1.256423318254363+1.4135798584282298*^-15*I
12.,1.2846455352944908+1.4135798584282298*^-15*I
12.1,1.3142101358436156+1.4135798584282298*^-15*I
12.200000000000001,1.345043518317005+0.*I
12.3,1.3770778190399668+1.4135798584282298*^-15*I
12.4,1.4102502945568602+1.4135798584282298*^-15*I
12.5,1.444502791396073+0.*I
12.6,1.4797812878755763-2.8271597168564595*^-15*I
12.700000000000001,1.516035495760563-2.8271597168564595*^-15*I
12.8,1.5532185120369562+2.8271597168564595*^-15*I
12.9,1.5912865129505918-2.8271597168564595*^-15*I
13.,1.630198483927667+2.8271597168564595*^-15*I
13.1,1.6699159801425483+2.8271597168564595*^-15*I
13.200000000000001,1.7104029134107046+2.8271597168564595*^-15*I
13.3,1.7516253618125557+2.8271597168564595*^-15*I
13.4,1.793551399040581-2.8271597168564595*^-15*I
13.5,1.836150940937896+2.8271597168564595*^-15*I
13.6,1.879395607084803+0.*I
13.700000000000001,1.9232585956096184+2.8271597168564595*^-15*I
13.8,1.9677145696643281+0.*I
13.9,2.0127395542252575-8.481479150569379*^-15*I
14.,2.0583108420630927+2.8271597168564595*^-15*I
14.1,2.1044069078809424-2.8271597168564595*^-15*I
14.200000000000001,2.1510073297499135+2.8271597168564595*^-15*I
14.3,2.198092717082163+0.*I
14.4,2.245644644476032+0.*I
14.5,2.2936455908485835+0.*I
14.6,2.3420788833400525+2.8271597168564595*^-15*I
14.700000000000001,2.3909286455348417+0.*I
14.8,2.4401797495951314-2.8271597168564595*^-15*I
14.9,2.4898177719483026+5.654319433712919*^-15*I
15.,2.5398289522082838+2.8271597168564595*^-15*I
15.1,2.5766789877062193+4.9475295044988046*^-15*I
15.200000000000001,2.6028607355195517+0.*I
15.3,2.6223922616785944-4.240739575284689*^-15*I
15.4,2.6367359974218285+0.*I
15.5,2.6467487303609203+0.*I
15.6,2.6530148601164694-2.1203697876423446*^-15*I
15.700000000000001,2.655967177489206+2.8271597168564595*^-15*I
15.8,2.655943364483226+4.240739575284689*^-15*I
15.9,2.6532165941921217+4.240739575284689*^-15*I
16.,2.648013796958444-4.240739575284689*^-15*I
16.1,2.64052735444903-4.240739575284689*^-15*I
16.200000000000003,2.6309229936593836+7.0678992921411496*^-15*I
16.3,2.6193453421660484-1.4135798584282298*^-15*I
16.400000000000002,2.6059219711183403-8.481479150569379*^-15*I
16.500000000000004,2.590766420337762+0.*I
16.6,2.5739805150756796-4.240739575284689*^-15*I
16.700000000000003,2.5556561757904706-4.240739575284689*^-15*I
16.8,2.535876856230996-1.4135798584282298*^-15*I
16.900000000000002,2.5147187032778677+0.*I
17.000000000000004,2.4922515046715286-4.240739575284689*^-15*I
17.1,2.468539472421381+4.240739575284689*^-15*I
17.200000000000003,2.4436418970916973+0.*I
17.3,2.4176136993172697+2.8271597168564595*^-15*I
17.400000000000002,2.3905058985785272+0.*I
17.500000000000004,2.3623660146662506-8.481479150569379*^-15*I
17.6,2.3332384138683437-5.654319433712919*^-15*I
17.700000000000003,2.3031646093676246-4.240739575284689*^-15*I
17.8,2.2721835234094567-5.654319433712919*^-15*I
17.900000000000002,2.2403317173176798+4.240739575284689*^-15*I
18.000000000000004,2.2076435942886894-1.4135798584282298*^-15*I
18.1,2.174151578994604-2.8271597168564595*^-15*I
18.200000000000003,2.139886277315099-8.481479150569379*^-15*I
18.3,2.104876618950836+7.0678992921411496*^-15*I
18.400000000000002,2.069149985216781+2.8271597168564595*^-15*I
18.500000000000004,2.0327323239443493+2.8271597168564595*^-15*I
18.6,1.9956482531215967-4.240739575284689*^-15*I
18.700000000000003,1.9579211546540423+2.8271597168564595*^-15*I
18.8,1.9195732594259844-1.1308638867425838*^-14*I
18.900000000000002,1.8806257246724443+8.481479150569379*^-15*I
19.000000000000004,1.8410987045325102-5.654319433712919*^-15*I
19.1,1.8010114145353526-2.8271597168564595*^-15*I
19.200000000000003,1.7603821906721109+0.*I
19.300000000000004,1.7192285436213761-5.654319433712919*^-15*I
19.400000000000002,1.6775672086252258+5.654319433712919*^-15*I
19.500000000000004,1.6354141914514981+0.*I
19.6,1.5927848108254112-2.8271597168564595*^-15*I
19.700000000000003,1.5496937376686493-5.654319433712919*^-15*I
19.800000000000004,1.5061550314450867-8.481479150569379*^-15*I
19.900000000000002,1.4621821738791052+0.*I
20.000000000000004,1.4177881002824744-1.4784859049654528*^-14*I
20.1,1.38470922172079+5.654319433712919*^-15*I
20.200000000000003,1.3608248457987595-1.4135798584282298*^-15*I
20.300000000000004,1.3426772052549154+5.654319433712919*^-15*I
20.400000000000002,1.3290151258931182+5.654319433712919*^-15*I
20.500000000000004,1.31910862196197-5.654319433712919*^-15*I
20.6,1.312461448268289+5.654319433712919*^-15*I
20.700000000000003,1.3087070965945662+1.4135798584282296*^-14*I
20.800000000000004,1.3075602241207376+5.654319433712919*^-15*I
20.900000000000002,1.3087903920940571-1.1308638867425838*^-14*I
21.000000000000004,1.3122064167135694+2.8271597168564595*^-15*I
21.1,1.3176463682859099+8.481479150569379*^-15*I
21.200000000000003,1.3249708324512592-5.654319433712919*^-15*I
21.300000000000004,1.3340581766288753-2.8271597168564595*^-15*I
21.400000000000002,1.344801111455658+2.8271597168564595*^-15*I
21.500000000000004,1.3571041227694784+0.*I
21.6,1.3708815086110864-1.1308638867425838*^-14*I
21.700000000000003,1.3860558486786727-2.8271597168564595*^-15*I
21.800000000000004,1.4025567904071947+8.481479150569379*^-15*I
21.900000000000002,1.4203200717379865-1.4135798584282298*^-14*I
22.000000000000004,1.4392867240714526-2.2617277734851676*^-14*I
22.1,1.459402414604761+0.*I
22.200000000000003,1.4806168980404837+1.6962958301138757*^-14*I
22.300000000000004,1.50288355521735+8.481479150569379*^-15*I
22.400000000000002,1.526159001619789+8.481479150569379*^-15*I
22.500000000000004,1.5504027526493527+0.*I
22.6,1.5755769354427662-8.481479150569379*^-15*I
22.700000000000003,1.6016460391885525+2.8271597168564595*^-15*I
22.800000000000004,1.6285766975389158-1.4135798584282298*^-14*I
22.900000000000002,1.656337497974035+5.654319433712919*^-15*I
23.000000000000004,1.684898813951935+8.481479150569379*^-15*I
23.1,1.714232656441795+8.481479150569379*^-15*I
23.200000000000003,1.7443125420415555+8.481479150569379*^-15*I
23.300000000000004,1.77511337536185-1.4135798584282298*^-14*I
23.400000000000002,1.8066113437429308+2.5444437451708137*^-14*I
23.500000000000004,1.8387838226853472+5.654319433712919*^-15*I
23.6,1.8716092906259831-5.654319433712919*^-15*I
23.700000000000003,1.9050672519020821+8.481479150569379*^-15*I
23.800000000000004,1.9391381669156063+8.481479150569379*^-15*I
23.900000000000002,1.9738033886535111+1.6962958301138757*^-14*I
24.000000000000004,2.0090451048372175+2.8271597168564595*^-15*I
24.1,2.044846285074671+1.6962958301138757*^-14*I
24.200000000000003,2.081190632471299+1.9790118017995218*^-14*I
24.300000000000004,2.1180625392279055+0.*I
24.400000000000002,2.1554470458120356-8.481479150569379*^-15*I
24.500000000000004,2.19332980334224-5.654319433712919*^-15*I
24.6,2.2316970388671495-2.8271597168564595*^-15*I
24.700000000000003,2.2705355232597477-8.481479150569379*^-15*I
24.800000000000004,2.3098325414795426-5.654319433712919*^-15*I
24.900000000000002,2.349575864983109-2.8271597168564595*^-15*I
25.000000000000004,2.389753726088365+2.1791439912558714*^-14*I
25.1,2.419860831621956+3.887344610677631*^-15*I
25.200000000000003,2.4417736533374272-2.2617277734851676*^-14*I
25.300000000000004,2.458573126880276-1.5549378442710528*^-14*I
25.400000000000002,2.4713700347411316-6.361109362927035*^-15*I
25.500000000000004,2.480810711906639-7.067899292141149*^-16*I
25.6,2.487333539208067+8.481479150569379*^-15*I
25.700000000000003,2.491261658184784-7.067899292141149*^-15*I
25.800000000000004,2.4928462298017644-2.8271597168564595*^-15*I
25.900000000000002,2.492289800975172+0.*I
26.000000000000004,2.489760215168355+2.120369787642345*^-15*I
26.1,2.485399493412902-8.481479150569379*^-15*I
26.200000000000003,2.479329812491443-1.2015428796639953*^-14*I
26.300000000000004,2.4716576999204354-9.188269079783493*^-15*I
26.400000000000002,2.46247707810924-4.240739575284689*^-15*I
26.500000000000004,2.451871535427818+8.481479150569379*^-15*I
26.6,2.4399160603671124+1.4135798584282298*^-14*I
26.700000000000003,2.4266783922079247+1.4135798584282298*^-15*I
26.800000000000004,2.4122200911188987-1.1308638867425838*^-14*I
26.900000000000002,2.3965973986730025-5.654319433712919*^-15*I
27.000000000000004,2.3798619389394906+2.4030857593279905*^-14*I
27.1,2.362061296344669-2.5444437451708134*^-14*I
27.200000000000003,2.34323949691218+1.1308638867425838*^-14*I
27.300000000000004,2.323437412776621+4.240739575284689*^-15*I
27.400000000000002,2.302693105063786-3.533949646070575*^-14*I
27.500000000000004,2.281042116747428-1.6962958301138757*^-14*I
27.6,2.258517724519723-8.481479150569379*^-15*I
27.700000000000003,2.2351511567888545-8.481479150569379*^-15*I
27.800000000000004,2.2109717834627354-1.9790118017995218*^-14*I
27.900000000000002,2.1860072820586938-4.240739575284689*^-15*I
28.000000000000004,2.160283783816592+1.5549378442710528*^-14*I
28.1,2.1338260028155114-1.1308638867425838*^-14*I
28.200000000000003,2.106657350560826+1.4135798584282298*^-14*I
28.300000000000004,2.0788000380830094+0.*I
28.400000000000002,2.050275167250009-1.4135798584282298*^-15*I
28.500000000000004,2.021102812717417+1.8376538159566986*^-14*I
28.6,1.9913020957190117-4.240739575284689*^-15*I
28.700000000000003,1.9608912507142486-8.481479150569379*^-15*I
28.800000000000004,1.9298876857600495+5.654319433712919*^-15*I
28.900000000000002,1.898308037347082-4.2407395752846894*^-14*I
29.000000000000004,1.8661682203379586+0.*I
29.1,1.8334834735559913+1.4135798584282299*^-14*I
29.200000000000003,1.8002684015000427+7.067899292141149*^-15*I
29.300000000000004,1.7665370125996407+9.895059008997609*^-15*I
29.400000000000002,1.732302754369774+8.481479150569379*^-15*I
29.500000000000004,1.6975785457823476-1.5549378442710528*^-14*I
29.6,1.662376807130385-7.067899292141149*^-15*I
29.700000000000003,1.6267094876296855-1.2722218725854067*^-14*I
29.800000000000004,1.5905880909730832+0.*I
29.900000000000002,1.5540236990290723-1.9790118017995218*^-14*I
30.000000000000004,1.5170269938532923+6.094308594082809*^-15*I
30.1,1.4891926078804298-1.3429008655068183*^-14*I
30.200000000000003,1.4688198291002987+1.5549378442710528*^-14*I
30.300000000000004,1.4531032807154216+1.6256168371924646*^-14*I
30.400000000000002,1.441033995358536+4.240739575284689*^-15*I
30.500000000000004,1.432025965866929+1.5549378442710528*^-14*I
30.6,1.4256823645663712+1.1308638867425838*^-14*I
30.700000000000003,1.4217110907907042-9.895059008997609*^-15*I
30.800000000000004,1.4198853910905676-5.654319433712919*^-15*I
30.900000000000002,1.4200226008793955+1.2722218725854067*^-14*I
31.000000000000004,1.4219714966693362-1.2722218725854067*^-14*I
31.1,1.425604226334107-8.48147915056938*^-15*I
31.200000000000003,1.430810880483101+4.24073957528469*^-15*I
31.300000000000004,1.4374956855650003+1.4135798584282298*^-14*I
31.400000000000002,1.4455742431362053+0.*I
31.500000000000004,1.4549714716038202+1.4135798584282298*^-14*I
31.6,1.465620035617465+8.481479150569377*^-15*I
31.700000000000003,1.4774591236120067-8.481479150569379*^-15*I
31.800000000000004,1.4904334799477483-8.481479150569379*^-15*I
31.900000000000002,1.5044926271437016-5.65431943371292*^-15*I
32.,1.5195902326406032-1.1308638867425838*^-14*I
32.1,1.5356835872319732+5.654319433712919*^-15*I
32.2,1.5527331710031045+5.654319433712919*^-15*I
32.300000000000004,1.5707022887298139+5.654319433712919*^-15*I
32.400000000000006,1.5895567610436614+3.3925916602277514*^-14*I
32.5,1.6092646608367518-1.6962958301138754*^-14*I
32.6,1.6297960867148145+1.4135798584282299*^-14*I
32.7,1.651122967051938+3.675307631913397*^-14*I
32.800000000000004,1.673218889522697-2.8271597168564595*^-15*I
32.900000000000006,1.6960589519997329-2.8271597168564598*^-14*I
33.,1.7196196314891903-2.8271597168564595*^-15*I
33.1,1.7438786683892507+5.654319433712919*^-15*I
33.2,1.7688149638416641+5.654319433712918*^-15*I
33.300000000000004,1.794408488328925+2.5444437451708137*^-14*I
33.400000000000006,1.8206401999818642+5.654319433712918*^-15*I
33.5,1.8474919713085884+2.5444437451708134*^-14*I
33.6,1.8749465232606604-2.8271597168564595*^-15*I
33.7,1.902987365717745+3.1098756885421056*^-14*I
33.800000000000004,1.9315987436097055-5.654319433712919*^-15*I
33.900000000000006,1.960765588006537-3.3925916602277514*^-14*I
34.,1.9904734716037995+2.2617277734851676*^-14*I
34.1,2.020708568107207-1.4135798584282299*^-14*I
34.2,2.0514576150896375-1.6962958301138757*^-14*I
34.300000000000004,2.082707879946522+1.4135798584282299*^-14*I
34.400000000000006,2.114447128626617-1.6962958301138757*^-14*I
34.5,2.146663596853631+5.654319433712919*^-15*I
34.6,2.179345963589194+1.6962958301138754*^-14*I
34.7,2.212483326518434+1.4135798584282299*^-14*I
34.800000000000004,2.246065179364193+5.654319433712919*^-15*I
34.900000000000006,2.280081390857681-1.6962958301138757*^-14*I
35.,2.3145221852153846+8.481479150569379*^-15*I
35.1,2.3405016496476923-2.1027000394119916*^-14*I
35.2,2.3595862704342574+1.4135798584282298*^-14*I
35.300000000000004,2.37436863135567-1.9790118017995218*^-14*I
35.400000000000006,2.385779528585433-1.2722218725854067*^-14*I
35.5,2.39435883684852-2.4030857593279905*^-14*I
35.6,2.400471709513085+1.9790118017995218*^-14*I
35.7,2.404386646167887+0.*I
35.800000000000004,2.406311879788121-3.5339496460705748*^-15*I
35.900000000000006,2.4064150112987734-1.4135798584282296*^-14*I
36.,2.404834686289467+1.7669748230352875*^-14*I
36.1,2.401688041984884+3.1098756885421056*^-14*I
36.2,2.397075714746683+2.8271597168564595*^-15*I
36.300000000000004,2.39108535010252+1.9790118017995218*^-14*I
36.400000000000006,2.3837941470572312+2.0496907947209333*^-14*I
36.5,2.3752707541415092+1.1308638867425838*^-14*I
36.6,2.365576715582761-2.1203697876423442*^-15*I
36.7,2.354767596390249+9.188269079783495*^-15*I
36.800000000000004,2.342893872707705+2.049690794720933*^-14*I
36.900000000000006,2.330001646961233-1.5549378442710525*^-14*I
37.,2.3161332298374484+4.24073957528469*^-15*I
37.1,2.301327619407339+2.8271597168564595*^-15*I
37.2,2.2856208996711107-1.413579858428229*^-15*I
37.300000000000004,2.269046575167664-3.81666561775622*^-14*I
37.400000000000006,2.251635854268102-2.4030857593279905*^-14*I
37.5,2.2334178908545805-9.895059008997608*^-15*I
37.6,2.214419991930873-5.654319433712914*^-15*I
37.7,2.1946677971025643-2.827159716856458*^-15*I
37.800000000000004,2.1741854346457465-4.24073957528469*^-15*I
37.900000000000006,2.1529956579480216+4.2407395752846894*^-14*I
38.,2.1311199653870685-1.413579858428229*^-15*I
38.1,2.108578706142215-1.1308638867425838*^-14*I
38.2,2.0853911739920408-1.9790118017995218*^-14*I
38.300000000000004,2.061575690795684+2.685801731013637*^-14*I
38.400000000000006,2.0371496810707472+8.481479150569379*^-15*I
38.50000000000001,2.012129738851503-2.5444437451708134*^-14*I
38.6,1.9865316878240695-2.8271597168564595*^-15*I
38.7,1.9603706355823456-8.481479150569379*^-15*I
38.800000000000004,1.9336610227226563-1.4135798584282296*^-14*I
38.900000000000006,1.9064166673913248+8.481479150569379*^-15*I
39.00000000000001,1.878650805809934+5.654319433712919*^-15*I
39.1,1.8503761292355072+4.240739575284692*^-15*I
39.2,1.821604817745818-7.067899292141148*^-15*I
39.300000000000004,1.7923485711922187+1.4135798584282298*^-14*I
39.400000000000006,1.7626186376182795+2.8271597168564598*^-14*I
39.50000000000001,1.7324258394029677-1.6962958301138757*^-14*I
39.6,1.7017805973579219+1.4135798584282306*^-15*I
39.7,1.670692952979506-8.481479150569377*^-15*I
39.800000000000004,1.6391725890322524+0.*I
39.900000000000006,1.607228848622204+5.654319433712919*^-15*I
40.00000000000001,1.5748707528980055-3.098329795773728*^-14*I
40.1,1.5504123820621842-2.5444437451708134*^-14*I
40.2,1.5323940539384537-2.8271597168564598*^-14*I
40.300000000000004,1.5183939041911707-1.4135798584282306*^-15*I
40.400000000000006,1.5075435791227227-2.2617277734851676*^-14*I
40.50000000000001,1.4993399388442956-1.4135798584282298*^-14*I
40.6,1.4934429869810006-1.837653815956699*^-14*I
40.7,1.4896029286911967+2.4030857593279908*^-14*I
40.800000000000004,1.4876261831125026-1.5549378442710525*^-14*I
40.900000000000006,1.487357049309296-5.088887490341627*^-14*I
41.00000000000001,1.4886668063633526-1.413579858428229*^-15*I
41.1,1.4914467640006557+9.895059008997608*^-15*I
41.2,1.4956035911615158+1.6962958301138757*^-14*I
41.300000000000004,1.5010560425907227-9.895059008997608*^-15*I
41.400000000000006,1.5077325868089109+4.2407395752846885*^-15*I
41.50000000000001,1.515569639028695+4.099381589441866*^-14*I
41.6,1.524510213791633+1.2722218725854067*^-14*I
41.7,1.5345028771015048-4.523455546970335*^-14*I
41.800000000000004,1.54550091745801+3.3925916602277514*^-14*I
41.900000000000006,1.557461680239825-2.2617277734851676*^-14*I
42.00000000000001,1.5703460262180584+7.067899292141148*^-15*I
42.1,1.5841178859212794+3.109875688542105*^-14*I
42.2,1.5987438890745422+2.120369787642345*^-14*I
42.300000000000004,1.6141930535919298+5.088887490341627*^-14*I
42.400000000000006,1.6304365223579695+1.9790118017995218*^-14*I
42.50000000000001,1.6474473387526924+1.5549378442710528*^-14*I
42.6,1.6652002538869968+3.5339496460705743*^-14*I
42.7,1.6836715600164103+3.675307631913398*^-14*I
42.800000000000004,1.7028389457347815+6.219751377084211*^-14*I
42.900000000000006,1.7226813694241911+2.4030857593279905*^-14*I
43.00000000000001,1.7431789481057756+1.413579858428229*^-15*I
43.1,1.7643128593682305+3.816665617756221*^-14*I
43.2,1.7860652544617373-5.512961447870096*^-14*I
43.300000000000004,1.8084191809779315+1.5549378442710525*^-14*I
43.400000000000006,1.8313585138000767+9.895059008997609*^-15*I
43.50000000000001,1.8548678932227785+3.81666561775622*^-14*I
43.6,1.8789326693140465+2.5444437451708134*^-14*I
43.7,1.9035388517334448+1.4135798584282298*^-14*I
43.800000000000004,1.9286730643403913-2.8271597168564595*^-15*I
43.900000000000006,1.9543225040215522+1.130863886742584*^-14*I
44.00000000000001,1.9804749032467504-2.544443745170814*^-14*I
44.1,2.0071184959329074+2.8271597168564595*^-14*I
44.2,2.034241986249219-2.2617277734851676*^-14*I
44.300000000000004,2.0618345200477353-2.8271597168564595*^-14*I
44.400000000000006,2.0898856586423777+5.654319433712921*^-15*I
44.50000000000001,2.118385354694094+2.827159716856461*^-15*I
44.6,2.147323929992118-2.827159716856458*^-15*I
44.7,2.1766920549423174-1.6962958301138754*^-14*I
44.800000000000004,2.2064807295994133+1.9790118017995218*^-14*I
44.900000000000006,2.2366812660975555-8.481479150569379*^-15*I
45.00000000000001,2.267285272348846+3.243940852215018*^-14*I
45.1,2.2904526622246912+3.5339496460705724*^-16*I
45.2,2.3075555220746558+2.8271597168564595*^-15*I
45.300000000000004,2.320874812572117+3.357252163767046*^-14*I
45.400000000000006,2.33122752231111+6.007714398319976*^-15*I
45.50000000000001,2.3390866468742373+1.0248453973604668*^-14*I
45.6,2.3447715811647836+8.481479150569383*^-15*I
45.7,2.3485168289290264-1.6962958301138754*^-14*I
45.800000000000004,2.350504010538728+1.6962958301138757*^-14*I
45.900000000000006,2.3508791249953025-4.5941345398917464*^-14*I
46.00000000000001,2.34976281005503-1.9790118017995218*^-14*I
46.1,2.347256882138496+8.481479150569379*^-15*I
46.2,2.3434487314593655+2.2617277734851676*^-14*I
46.300000000000004,2.3384144010759584-2.6151227380922252*^-14*I
46.400000000000006,2.332220817535508+9.895059008997609*^-15*I
46.50000000000001,2.324927452222933+4.24073957528469*^-15*I
46.6,2.3165875877874504+4.947529504498795*^-15*I
46.7,2.307249302817884+5.654319433712919*^-15*I
46.800000000000004,2.296956250622041-2.049690794720933*^-14*I
46.900000000000006,2.2857482843866306+1.6962958301138754*^-14*I
47.00000000000001,2.2736619656218613-8.48147915056938*^-15*I
47.1,2.2607309824957635+3.675307631913398*^-14*I
47.2,2.2469864976038605+1.0601848938211727*^-14*I
47.300000000000004,2.232457439771098-3.533949646070574*^-15*I
47.400000000000006,2.2171707509524365+8.481479150569379*^-15*I
47.50000000000001,2.20115159673573-5.088887490341627*^-14*I
47.6,2.1844235470602715+5.937035405398564*^-14*I
47.7,2.167008732351162+0.*I
47.800000000000004,2.148927979204909-2.6858017310136366*^-14*I
47.900000000000006,2.130200928936171+1.8376538159566986*^-14*I
48.00000000000001,2.110846141669936+4.2407395752846894*^-14*I
48.1,2.090881188161796-3.533949646070573*^-14*I
48.2,2.070322731142152-4.523455546970335*^-14*I
48.300000000000004,2.0491865976689723+7.63333123551244*^-14*I
48.400000000000006,2.0274878437240007-5.654319433712922*^-15*I
48.50000000000001,2.0052408120854146+1.837653815956699*^-14*I
48.6,1.9824591843502153-4.099381589441866*^-14*I
48.7,1.9591560278403368+6.21975137708421*^-14*I
48.800000000000004,1.9353438380208936+1.6962958301138757*^-14*I
48.900000000000006,1.9110345769656345+4.664813532813159*^-14*I
49.00000000000001,1.8862397083291662-3.109875688542105*^-14*I
49.1,1.8609702292204235+2.8271597168564595*^-14*I
49.2,1.8352366993234706+1.1308638867425841*^-14*I
49.300000000000004,1.8090492675592478-3.533949646070574*^-14*I
49.400000000000006,1.7824176965493108-4.240739575284689*^-14*I
49.50000000000001,1.7553513851088087-1.1308638867425837*^-14*I
49.6,1.7278593889658287+2.685801731013636*^-14*I
49.7,1.6999504398831158-3.675307631913397*^-14*I
49.800000000000004,1.6716329633362357-4.523455546970335*^-14*I
49.900000000000006,1.6429150948844418-2.2617277734851676*^-14*I
50.00000000000001,1.6138046953557812+3.699117210529167*^-14*I
